CensusID,CensusName,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M
1400000US36065025300,"Census Tract 253, Oneida County, New York",34674.0000,70056.0000,6984.0000,6897,128030.0000,112235.0000,90550.0000,69221.0000,55010.0000
1400000US36109002000,"Census Tract 20, Tompkins County, New York",29944.0000,67877.0000,4492.0000,4260,23379.0000,23379.0000,23379.0000,23379.0000,23379.0000
1400000US36047043700,"Census Tract 437, Kings County, New York",24363.0000,46690.0000,6449.0000,5904,3195669.0000,2688189.0000,2150522.0000,1673286.0000,1281243.0000
1400000US36047043900,"Census Tract 439, Kings County, New York",23919.0000,53073.0000,4146.0000,3971,3278213.0000,2778999.0000,2212498.0000,1721857.0000,1276219.0000
1400000US36081021200,"Census Tract 212, Queens County, New York",19139.0000,44828.0000,2396.0000,2302,1984417.0000,1655879.0000,1369646.0000,1058566.0000,827954.0000
1400000US36081021600,"Census Tract 216, Queens County, New York",36944.0000,68211.0000,4339.0000,4483,2157541.0000,1869757.0000,1567381.0000,1227254.0000,933893.0000
1400000US36081023000,"Census Tract 230, Queens County, New York",27002.0000,107176.0000,2205.0000,2274,2019915.0000,1721880.0000,1445333.0000,1172434.0000,888084.0000
1400000US36081023500,"Census Tract 235, Queens County, New York",26195.0000,50274.0000,8238.0000,8843,3336722.0000,2759210.0000,2160921.0000,1717021.0000,1287462.0000
1400000US36081024000,"Census Tract 240, Queens County, New York",23067.0000,43594.0000,6659.0000,6402,1903913.0000,1613138.0000,1325658.0000,1053970.0000,826457.0000
1400000US36081024300,"Census Tract 243, Queens County, New York",29972.0000,63333.0000,5963.0000,6346,3291946.0000,2505743.0000,1938384.0000,1437518.0000,1087147.0000
1400000US36081025100,"Census Tract 251, Queens County, New York",31080.0000,52368.0000,6339.0000,6119,3288516.0000,2666607.0000,1967037.0000,1568043.0000,1182582.0000
1400000US36081025302,"Census Tract 253.02, Queens County, New York",30024.0000,64792.0000,3057.0000,3053,3306072.0000,2691629.0000,2073711.0000,1645080.0000,1212109.0000
1400000US36081025500,"Census Tract 255, Queens County, New York",33804.0000,72981.0000,1410.0000,1471,3252237.0000,2637964.0000,1973334.0000,1481388.0000,1103403.0000
1400000US36081026100,"Census Tract 261, Queens County, New York",24989.0000,44720.0000,7364.0000,7139,3219711.0000,2488622.0000,1831899.0000,1416218.0000,1036442.0000
1400000US36081026600,"Census Tract 266, Queens County, New York",17667.0000,31850.0000,2046.0000,1907,1528310.0000,1236831.0000,1058732.0000,910976.0000,732167.0000
1400000US36081026700,"Census Tract 267, Queens County, New York",25081.0000,44656.0000,5768.0000,6229,2898240.0000,2252812.0000,1704247.0000,1238335.0000,966991.0000
1400000US36081027200,"Census Tract 272, Queens County, New York",25145.0000,59412.0000,2339.0000,2384,1475709.0000,1221942.0000,1045902.0000,900244.0000,717831.0000
1400000US36081027400,"Census Tract 274, Queens County, New York",30156.0000,67167.0000,1745.0000,1722,1487306.0000,1228695.0000,1069064.0000,887168.0000,715897.0000
1400000US36081092900,"Census Tract 929, Queens County, New York",31003.0000,55488.0000,6536.0000,6943,2433097.0000,1887048.0000,1465949.0000,1118323.0000,725566.0000
1400000US36081093402,"Census Tract 934.02, Queens County, New York",40446.0000,73277.0000,4343.0000,4372,275633.0000,150531.0000,91165.0000,63111.0000,60523.0000
1400000US36065025800,"Census Tract 258, Oneida County, New York",26656.0000,46304.0000,1411.0000,1418,14601.0000,14601.0000,14601.0000,14601.0000,14601.0000
1400000US36029010808,"Census Tract 108.08, Erie County, New York",31398.0000,48468.0000,3866.0000,3876,286489.0000,241377.0000,204608.0000,139177.0000,120164.0000
1400000US36081027700,"Census Tract 277, Queens County, New York",27690.0000,52667.0000,8299.0000,7779,2643302.0000,2054556.0000,1446231.0000,1182234.0000,978927.0000
1400000US36081058200,"Census Tract 582, Queens County, New York",32520.0000,91974.0000,4956.0000,5268,1271911.0000,1101160.0000,942287.0000,762195.0000,596738.0000
1400000US36081059100,"Census Tract 591, Queens County, New York",28865.0000,63851.0000,5375.0000,5142,3368309.0000,2836486.0000,2227122.0000,1773775.0000,1292639.0000
1400000US36081059300,"Census Tract 593, Queens County, New York",33783.0000,60258.0000,4338.0000,4273,3293666.0000,2697475.0000,2169404.0000,1773396.0000,1289772.0000
1400000US36103145803,"Census Tract 1458.03, Suffolk County, New York",38082.0000,96574.0000,4504.0000,4602,306452.0000,277224.0000,218354.0000,174143.0000,130598.0000
1400000US36103145807,"Census Tract 1458.07, Suffolk County, New York",37685.0000,104688.0000,4506.0000,4438,322447.0000,244297.0000,197378.0000,174959.0000,121627.0000
1400000US36103146003,"Census Tract 1460.03, Suffolk County, New York",30920.0000,79261.0000,9259.0000,9310,336587.0000,305763.0000,275436.0000,215498.0000,195649.0000
1400000US36103146102,"Census Tract 1461.02, Suffolk County, New York",31327.0000,92000.0000,2769.0000,2611,349286.0000,304413.0000,269611.0000,235134.0000,210305.0000
1400000US36103146105,"Census Tract 1461.05, Suffolk County, New York",26289.0000,68854.0000,6782.0000,6693,350268.0000,292063.0000,277756.0000,231310.0000,188818.0000
1400000US36103146206,"Census Tract 1462.06, Suffolk County, New York",41052.0000,99750.0000,2468.0000,2401,310181.0000,247811.0000,234203.0000,206535.0000,163307.0000
1400000US36103146300,"Census Tract 1463, Suffolk County, New York",39779.0000,54571.0000,2257.0000,2232,304302.0000,267607.0000,235636.0000,211194.0000,182083.0000
1400000US36103147100,"Census Tract 1471, Suffolk County, New York",53042.0000,123152.0000,3096.0000,3092,317617.0000,282117.0000,226942.0000,181880.0000,139307.0000
1400000US36103147402,"Census Tract 1474.02, Suffolk County, New York",51916.0000,136875.0000,3626.0000,3535,240514.0000,194515.0000,187482.0000,138668.0000,109879.0000
1400000US36093020800,"Census Tract 208, Schenectady County, New York",21658.0000,35043.0000,3399.0000,2942,175451.0000,173341.0000,159022.0000,153464.0000,129542.0000
1400000US36093020900,"Census Tract 209, Schenectady County, New York",17719.0000,25154.0000,2936.0000,3101,175294.0000,163236.0000,159022.0000,152592.0000,147034.0000
1400000US36093021400,"Census Tract 214, Schenectady County, New York",15244.0000,28667.0000,2430.0000,2760,172850.0000,154545.0000,154545.0000,152592.0000,150739.0000
1400000US36093031900,"Census Tract 319, Schenectady County, New York",43342.0000,103793.0000,8184.0000,8070,184097.0000,167878.0000,151950.0000,131488.0000,104241.0000
1400000US36093032000,"Census Tract 320, Schenectady County, New York",50638.0000,98162.0000,6629.0000,6406,177247.0000,159745.0000,139969.0000,134025.0000,114916.0000
1400000US36093032402,"Census Tract 324.02, Schenectady County, New York",40375.0000,82571.0000,3069.0000,3106,156761.0000,150711.0000,138675.0000,121890.0000,89310.0000
1400000US36093032503,"Census Tract 325.03, Schenectady County, New York",42648.0000,81023.0000,4127.0000,4180,84529.0000,74546.0000,65999.0000,50744.0000,37054.0000
1400000US36119012503,"Census Tract 125.03, Westchester County, New York",53631.0000,128077.0000,3595.0000,3574,83084.0000,76212.0000,54321.0000,51317.0000,51317.0000
1400000US36119012700,"Census Tract 127, Westchester County, New York",72917.0000,191806.0000,4777.0000,4752,81121.0000,66285.0000,56793.0000,44601.0000,33211.0000
1400000US36103147501,"Census Tract 1475.01, Suffolk County, New York",45421.0000,115727.0000,7073.0000,7298,233727.0000,199185.0000,164744.0000,137924.0000,113713.0000
1400000US36103147701,"Census Tract 1477.01, Suffolk County, New York",38514.0000,83417.0000,3434.0000,3612,180522.0000,166717.0000,130449.0000,99807.0000,82626.0000
1400000US36103147802,"Census Tract 1478.02, Suffolk County, New York",54963.0000,122230.0000,3839.0000,3784,145002.0000,119453.0000,98131.0000,81094.0000,57395.0000
1400000US36005038301,"Census Tract 383.01, Bronx County, New York",15672.0000,28309.0000,4842.0000,4604,2298437.0000,2082559.0000,1897013.0000,1717991.0000,1447773.0000
1400000US36005038302,"Census Tract 383.02, Bronx County, New York",14685.0000,22468.0000,6034.0000,5991,2271805.0000,2046326.0000,1897874.0000,1704481.0000,1419515.0000
1400000US36005038600,"Census Tract 386, Bronx County, New York",27402.0000,62577.0000,8408.0000,8096,1826798.0000,1619716.0000,1351529.0000,1082442.0000,842674.0000
1400000US36005039300,"Census Tract 393, Bronx County, New York",13622.0000,21651.0000,9292.0000,9438,2216634.0000,2020792.0000,1849971.0000,1674089.0000,1465020.0000
1400000US36005039400,"Census Tract 394, Bronx County, New York",21165.0000,31738.0000,5143.0000,4948,1908860.0000,1687457.0000,1393748.0000,1128351.0000,879980.0000
1400000US36005041800,"Census Tract 418, Bronx County, New York",19529.0000,40208.0000,4194.0000,4302,1642426.0000,1417352.0000,1192230.0000,970563.0000,759093.0000
1400000US36005042300,"Census Tract 423, Bronx County, New York",23993.0000,35288.0000,4658.0000,4384,2065461.0000,1855668.0000,1653314.0000,1396183.0000,1107852.0000
1400000US36005042600,"Census Tract 426, Bronx County, New York",32653.0000,84850.0000,6942.0000,6893,1599729.0000,1372557.0000,1123056.0000,921886.0000,649656.0000
1400000US36005042901,"Census Tract 429.01, Bronx County, New York",18702.0000,42625.0000,4123.0000,4154,2061246.0000,1854796.0000,1665846.0000,1432475.0000,1154242.0000
1400000US36059407801,"Census Tract 4078.01, Nassau County, New York",35300.0000,106302.0000,5698.0000,5561,564183.0000,498967.0000,397950.0000,321608.0000,228849.0000
1400000US36059408200,"Census Tract 4082, Nassau County, New York",38594.0000,111399.0000,6304.0000,6317,629053.0000,544339.0000,457966.0000,362803.0000,301740.0000
1400000US36059408300,"Census Tract 4083, Nassau County, New York",43435.0000,93641.0000,7057.0000,6676,622765.0000,541598.0000,446722.0000,354855.0000,272742.0000
1400000US36059408500,"Census Tract 4085, Nassau County, New York",50601.0000,132422.0000,6324.0000,6062,644790.0000,533636.0000,470858.0000,378196.0000,295834.0000
1400000US36089491700,"Census Tract 4917, St. Lawrence County, New York",28471.0000,56919.0000,4375.0000,4402,13145.0000,13145.0000,9054.0000,9054.0000,4402.0000
1400000US36089492000,"Census Tract 4920, St. Lawrence County, New York",28227.0000,66855.0000,5083.0000,5137,9189.0000,9189.0000,12571.0000,4498.0000,4498.0000
1400000US36089492300,"Census Tract 4923, St. Lawrence County, New York",29185.0000,54968.0000,6299.0000,6495,6495.0000,6495.0000,6495.0000,6495.0000,6495.0000
1400000US36059409200,"Census Tract 4092, Nassau County, New York",34546.0000,97156.0000,6016.0000,6001,599822.0000,510568.0000,411737.0000,328119.0000,260346.0000
1400000US36089492600,"Census Tract 4926, St. Lawrence County, New York",25889.0000,47483.0000,5852.0000,5983,5983.0000,5983.0000,5983.0000,5983.0000,5983.0000
1400000US36089492800,"Census Tract 4928, St. Lawrence County, New York",24421.0000,50769.0000,2699.0000,2894,12115.0000,9911.0000,9911.0000,9911.0000,2894.0000
1400000US36121970200,"Census Tract 9702, Wyoming County, New York",26927.0000,61951.0000,7364.0000,7506,20278.0000,20278.0000,20278.0000,20278.0000,16351.0000
1400000US36121970400,"Census Tract 9704, Wyoming County, New York",33599.0000,61090.0000,3898.0000,3927,19643.0000,19643.0000,19643.0000,19643.0000,5828.0000
1400000US36121970700,"Census Tract 9707, Wyoming County, New York",28016.0000,52417.0000,2829.0000,2847,21793.0000,16827.0000,12357.0000,9334.0000,2847.0000
1400000US36121971000,"Census Tract 9710, Wyoming County, New York",26450.0000,41875.0000,4108.0000,4139,19872.0000,16486.0000,16486.0000,14585.0000,7567.0000
1400000US36091060102,"Census Tract 601.02, Saratoga County, New York",35217.0000,78158.0000,5692.0000,5669,83475.0000,74580.0000,74580.0000,70032.0000,61527.0000
1400000US36091060502,"Census Tract 605.02, Saratoga County, New York",27333.0000,55380.0000,2144.0000,2192,4802.0000,4802.0000,4802.0000,4802.0000,2192.0000
1400000US36091060702,"Census Tract 607.02, Saratoga County, New York",47426.0000,92763.0000,9213.0000,9339,64299.0000,59360.0000,44465.0000,34142.0000,28880.0000
1400000US36091060902,"Census Tract 609.02, Saratoga County, New York",28311.0000,55946.0000,1799.0000,1842,31757.0000,31757.0000,18201.0000,18201.0000,18201.0000
1400000US36091061100,"Census Tract 611, Saratoga County, New York",37441.0000,73284.0000,5899.0000,5803,79570.0000,79570.0000,66808.0000,58737.0000,49965.0000
1400000US36091061200,"Census Tract 612, Saratoga County, New York",34820.0000,59836.0000,5393.0000,5262,73044.0000,73044.0000,69211.0000,53642.0000,53642.0000
1400000US36091061403,"Census Tract 614.03, Saratoga County, New York",39020.0000,75533.0000,6303.0000,6236,62595.0000,48318.0000,44137.0000,38875.0000,38875.0000
1400000US36091061500,"Census Tract 615, Saratoga County, New York",34773.0000,68688.0000,3547.0000,3535,29874.0000,24623.0000,24623.0000,18633.0000,16417.0000
1400000US36091061701,"Census Tract 617.01, Saratoga County, New York",40122.0000,90373.0000,5390.0000,5154,65530.0000,65530.0000,42002.0000,34548.0000,34548.0000
1400000US36103124002,"Census Tract 1240.02, Suffolk County, New York",38643.0000,109293.0000,3463.0000,3489,358069.0000,312911.0000,259931.0000,221831.0000,192269.0000
1400000US36103124401,"Census Tract 1244.01, Suffolk County, New York",42125.0000,87727.0000,3862.0000,3778,291500.0000,241562.0000,218405.0000,193644.0000,149677.0000
1400000US36103124500,"Census Tract 1245, Suffolk County, New York",54718.0000,128875.0000,5432.0000,5369,328228.0000,298416.0000,267775.0000,220590.0000,174764.0000
1400000US36103124602,"Census Tract 1246.02, Suffolk County, New York",51225.0000,116250.0000,4080.0000,4027,295920.0000,278381.0000,232634.0000,177422.0000,142995.0000
1400000US36103134702,"Census Tract 1347.02, Suffolk County, New York",41843.0000,84846.0000,5569.0000,5475,202036.0000,165442.0000,138383.0000,122800.0000,99691.0000
1400000US36103134904,"Census Tract 1349.04, Suffolk County, New York",46698.0000,121838.0000,6281.0000,6517,267817.0000,223679.0000,167018.0000,134089.0000,100508.0000
1400000US36005026500,"Census Tract 265, Bronx County, New York",18721.0000,34919.0000,8499.0000,7827,2265575.0000,2024544.0000,1839228.0000,1610813.0000,1303601.0000
1400000US36005026602,"Census Tract 266.02, Bronx County, New York",30000.0000,50300.0000,5714.0000,5430,1721771.0000,1453212.0000,1140602.0000,863331.0000,645147.0000
1400000US36005026900,"Census Tract 269, Bronx County, New York",21456.0000,38469.0000,3802.0000,3751,2255062.0000,2073948.0000,1820146.0000,1557275.0000,1226743.0000
1400000US36005027402,"Census Tract 274.02, Bronx County, New York",40030.0000,74063.0000,3460.0000,3578,1476139.0000,1159646.0000,874725.0000,638852.0000,476086.0000
1400000US36005027700,"Census Tract 277, Bronx County, New York",20434.0000,39554.0000,5674.0000,5633,2159469.0000,1943774.0000,1708066.0000,1377942.0000,1081372.0000
1400000US36091061901,"Census Tract 619.01, Saratoga County, New York",47158.0000,89375.0000,9293.0000,9333,60834.0000,60834.0000,60834.0000,46949.0000,46949.0000
1400000US36091062100,"Census Tract 621, Saratoga County, New York",31293.0000,73571.0000,1894.0000,1910,26094.0000,26094.0000,26094.0000,26094.0000,18099.0000
1400000US36091062300,"Census Tract 623, Saratoga County, New York",27109.0000,46964.0000,2199.0000,2100,62994.0000,56282.0000,46724.0000,34500.0000,34500.0000
1400000US36091062403,"Census Tract 624.03, Saratoga County, New York",46173.0000,80583.0000,6291.0000,6438,119348.0000,106226.0000,74548.0000,70778.0000,67160.0000
1400000US36091062501,"Census Tract 625.01, Saratoga County, New York",52273.0000,120117.0000,4919.0000,5010,84974.0000,73469.0000,73469.0000,61808.0000,55908.0000
1400000US36005028600,"Census Tract 286, Bronx County, New York",43036.0000,88000.0000,1284.0000,1190,1955279.0000,1724471.0000,1472050.0000,1206718.0000,960295.0000
1400000US36005028800,"Census Tract 288, Bronx County, New York",46883.0000,102601.0000,3274.0000,3564,1977107.0000,1763748.0000,1545208.0000,1275487.0000,1030605.0000
1400000US36005029301,"Census Tract 293.01, Bronx County, New York",70417.0000,97955.0000,1835.0000,1852,2137377.0000,1826970.0000,1471308.0000,1172831.0000,812764.0000
1400000US36005029302,"Census Tract 293.02, Bronx County, New York",61451.0000,100996.0000,5838.0000,5325,2173152.0000,1895307.0000,1580303.0000,1277309.0000,919999.0000
1400000US36005030100,"Census Tract 301, Bronx County, New York",47813.0000,85500.0000,1314.0000,1309,2150851.0000,1807462.0000,1502451.0000,1194067.0000,862273.0000
1400000US36005030701,"Census Tract 307.01, Bronx County, New York",68571.0000,87188.0000,5580.0000,5296,2014204.0000,1664855.0000,1359584.0000,1083234.0000,780533.0000
1400000US36091062506,"Census Tract 625.06, Saratoga County, New York",54184.0000,94933.0000,5540.0000,5658,115118.0000,108693.0000,101992.0000,72400.0000,56871.0000
1400000US36091062508,"Census Tract 625.08, Saratoga County, New York",41824.0000,88438.0000,4527.0000,4548,103953.0000,87019.0000,87019.0000,72532.0000,58234.0000
1400000US36091062602,"Census Tract 626.02, Saratoga County, New York",55944.0000,115135.0000,6441.0000,6430,148318.0000,134553.0000,88617.0000,65519.0000,40325.0000
1400000US36093020101,"Census Tract 201.01, Schenectady County, New York",38714.0000,64485.0000,2476.0000,2752,189605.0000,163804.0000,146077.0000,136108.0000,126003.0000
1400000US36103134907,"Census Tract 1349.07, Suffolk County, New York",42198.0000,113253.0000,4286.0000,4401,173502.0000,117772.0000,110390.0000,75524.0000,56360.0000
1400000US36103135003,"Census Tract 1350.03, Suffolk County, New York",51585.0000,115430.0000,4695.0000,4636,263115.0000,217214.0000,201924.0000,145839.0000,120728.0000
1400000US36103135004,"Census Tract 1350.04, Suffolk County, New York",61615.0000,170966.0000,2949.0000,2884,178640.0000,153233.0000,124133.0000,99785.0000,86028.0000
1400000US36103135104,"Census Tract 1351.04, Suffolk County, New York",45886.0000,128389.0000,5459.0000,5276,231066.0000,213885.0000,158065.0000,133632.0000,118060.0000
1400000US36103135204,"Census Tract 1352.04, Suffolk County, New York",43167.0000,138023.0000,4911.0000,4773,297705.0000,273297.0000,219748.0000,177399.0000,141377.0000
1400000US36103135205,"Census Tract 1352.05, Suffolk County, New York",45349.0000,115349.0000,5081.0000,4975,361050.0000,305131.0000,226573.0000,184662.0000,131675.0000
1400000US36103135303,"Census Tract 1353.03, Suffolk County, New York",52588.0000,125264.0000,4037.0000,4192,288260.0000,257599.0000,217160.0000,174809.0000,114186.0000
1400000US36103135402,"Census Tract 1354.02, Suffolk County, New York",50634.0000,123279.0000,6800.0000,6920,293737.0000,250020.0000,224732.0000,171377.0000,128716.0000
1400000US36103145603,"Census Tract 1456.03, Suffolk County, New York",26862.0000,56929.0000,6777.0000,6731,400632.0000,344625.0000,299656.0000,226672.0000,177992.0000
1400000US36103145702,"Census Tract 1457.02, Suffolk County, New York",28615.0000,76447.0000,6692.0000,6390,367910.0000,327560.0000,279257.0000,225998.0000,163413.0000
1400000US36005031200,"Census Tract 312, Bronx County, New York",36944.0000,76893.0000,1779.0000,1676,1861638.0000,1647475.0000,1369436.0000,1123047.0000,872696.0000
1400000US36005031600,"Census Tract 316, Bronx County, New York",34125.0000,66625.0000,1899.0000,1829,1922281.0000,1728612.0000,1482891.0000,1208208.0000,947619.0000
1400000US36005032600,"Census Tract 326, Bronx County, New York",27986.0000,58798.0000,3463.0000,3453,2003307.0000,1791048.0000,1571431.0000,1342202.0000,1060645.0000
1400000US36005033000,"Census Tract 330, Bronx County, New York",19195.0000,37355.0000,5925.0000,5750,2060005.0000,1891118.0000,1688228.0000,1489069.0000,1204552.0000
1400000US36005033400,"Census Tract 334, Bronx County, New York",24563.0000,57500.0000,570.0000,1468,2115674.0000,1952853.0000,1792170.0000,1587407.0000,1391768.0000
1400000US36005033700,"Census Tract 337, Bronx County, New York",42950.0000,79773.0000,2490.0000,2314,1621505.0000,1322315.0000,1080777.0000,863893.0000,603882.0000
1400000US36005034200,"Census Tract 342, Bronx County, New York",26148.0000,49231.0000,2040.0000,2032,2001883.0000,1802483.0000,1613988.0000,1341673.0000,1051411.0000
1400000US36005034800,"Census Tract 348, Bronx County, New York",25129.0000,37742.0000,6776.0000,6976,1920743.0000,1743671.0000,1490112.0000,1238993.0000,960011.0000
1400000US36005035600,"Census Tract 356, Bronx County, New York",29974.0000,68893.0000,2400.0000,2317,1759883.0000,1508608.0000,1260113.0000,1023486.0000,758276.0000
1400000US36005036000,"Census Tract 360, Bronx County, New York",31789.0000,61929.0000,2977.0000,3203,1867498.0000,1624501.0000,1383088.0000,1096476.0000,869027.0000
1400000US36005036300,"Census Tract 363, Bronx County, New York",14787.0000,19813.0000,8121.0000,7836,2278761.0000,2063403.0000,1870477.0000,1703776.0000,1474794.0000
1400000US36005036800,"Census Tract 368, Bronx County, New York",27159.0000,50357.0000,2152.0000,2158,1910936.0000,1762069.0000,1487599.0000,1200352.0000,963683.0000
1400000US36005037000,"Census Tract 370, Bronx County, New York",25292.0000,45694.0000,2307.0000,2416,1955584.0000,1795719.0000,1567469.0000,1279429.0000,1016353.0000
1400000US36005037400,"Census Tract 374, Bronx County, New York",19609.0000,27854.0000,3904.0000,3884,1994086.0000,1820175.0000,1614189.0000,1336089.0000,1082019.0000
1400000US36005037504,"Census Tract 375.04, Bronx County, New York",12072.0000,20576.0000,3470.0000,3472,2314261.0000,2094823.0000,1889766.0000,1725695.0000,1505147.0000
1400000US36005037900,"Census Tract 379, Bronx County, New York",13490.0000,27625.0000,5360.0000,5027,2345843.0000,2130959.0000,1913182.0000,1703878.0000,1477370.0000
1400000US36009961300,"Census Tract 9613, Cattaraugus County, New York",15159.0000,37813.0000,5329.0000,5361,19276.0000,15910.0000,15910.0000,15910.0000,11659.0000
1400000US36009961600,"Census Tract 9616, Cattaraugus County, New York",25067.0000,45179.0000,3582.0000,3835,31433.0000,31433.0000,31433.0000,31433.0000,31433.0000
1400000US36083051701,"Census Tract 517.01, Rensselaer County, New York",27738.0000,57791.0000,3407.0000,3414,14456.0000,14456.0000,14456.0000,9044.0000,3331.0000
1400000US36083051901,"Census Tract 519.01, Rensselaer County, New York",34600.0000,67451.0000,4099.0000,4114,32889.0000,26880.0000,21825.0000,13389.0000,13389.0000
1400000US36083052002,"Census Tract 520.02, Rensselaer County, New York",41320.0000,75486.0000,1702.0000,1757,47448.0000,44630.0000,35506.0000,19143.0000,19143.0000
1400000US36083052101,"Census Tract 521.01, Rensselaer County, New York",39375.0000,65465.0000,2438.0000,2240,22034.0000,17514.0000,15943.0000,14244.0000,3997.0000
1400000US36059519802,"Census Tract 5198.02, Nassau County, New York",50215.0000,126396.0000,5455.0000,5386,408848.0000,305860.0000,259845.0000,223981.0000,147538.0000
1400000US36059520001,"Census Tract 5200.01, Nassau County, New York",37557.0000,104868.0000,7294.0000,6785,494930.0000,421228.0000,335556.0000,281610.0000,213932.0000
1400000US36059520401,"Census Tract 5204.01, Nassau County, New York",48083.0000,94028.0000,4131.0000,3996,507306.0000,414019.0000,327240.0000,276132.0000,206568.0000
1400000US36059520501,"Census Tract 5205.01, Nassau County, New York",33431.0000,108564.0000,3955.0000,3931,521119.0000,432398.0000,345207.0000,286627.0000,216797.0000
1400000US36059520502,"Census Tract 5205.02, Nassau County, New York",41035.0000,111063.0000,5375.0000,5341,506568.0000,443805.0000,379633.0000,300380.0000,231074.0000
1400000US36059521200,"Census Tract 5212, Nassau County, New York",42161.0000,112019.0000,3058.0000,2937,438118.0000,398690.0000,331919.0000,294120.0000,227925.0000
1400000US36059521400,"Census Tract 5214, Nassau County, New York",44877.0000,125375.0000,6752.0000,6568,376690.0000,306183.0000,261434.0000,208718.0000,148366.0000
1400000US36059521601,"Census Tract 5216.01, Nassau County, New York",42188.0000,111688.0000,4225.0000,4239,431510.0000,390396.0000,335016.0000,283409.0000,228316.0000
1400000US36059521801,"Census Tract 5218.01, Nassau County, New York",51369.0000,126644.0000,3854.0000,3760,455697.0000,358755.0000,349070.0000,292280.0000,246005.0000
1400000US36059522000,"Census Tract 5220, Nassau County, New York",38035.0000,70024.0000,6386.0000,7729,390789.0000,326745.0000,290856.0000,243389.0000,208040.0000
1400000US36059982100,"Census Tract 9821, Nassau County, New York",2499.0000,-666666666.0000,1428.0000,1433,386903.0000,302173.0000,218976.0000,161627.0000,123602.0000
1400000US36061000700,"Census Tract 7, New York County, New York",80240.0000,134926.0000,8881.0000,9008,2628897.0000,2147410.0000,1682984.0000,1299720.0000,1024939.0000
1400000US36083052102,"Census Tract 521.02, Rensselaer County, New York",29196.0000,53472.0000,1532.0000,1571,16580.0000,16580.0000,16580.0000,14340.0000,11059.0000
1400000US36083052204,"Census Tract 522.04, Rensselaer County, New York",42426.0000,92240.0000,2659.0000,2768,36747.0000,36747.0000,29659.0000,29659.0000,25125.0000
1400000US36119000701,"Census Tract 7.01, Westchester County, New York",35653.0000,83713.0000,3830.0000,3759,559249.0000,445861.0000,353212.0000,288230.0000,227850.0000
1400000US36119000702,"Census Tract 7.02, Westchester County, New York",51524.0000,68696.0000,4088.0000,4595,550131.0000,420928.0000,352587.0000,287289.0000,218697.0000
1400000US36119001000,"Census Tract 10, Westchester County, New York",13962.0000,20357.0000,1759.0000,1866,967536.0000,755102.0000,576414.0000,417008.0000,323671.0000
1400000US36119001102,"Census Tract 11.02, Westchester County, New York",22964.0000,36667.0000,4991.0000,4943,1090063.0000,860923.0000,664146.0000,497340.0000,338165.0000
1400000US36119001200,"Census Tract 12, Westchester County, New York",18103.0000,30299.0000,4024.0000,4070,1131591.0000,909570.0000,701408.0000,522862.0000,353157.0000
1400000US36119001402,"Census Tract 14.02, Westchester County, New York",42847.0000,72361.0000,1800.0000,1877,1320907.0000,1110789.0000,916541.0000,709676.0000,542890.0000
1400000US36119001504,"Census Tract 15.04, Westchester County, New York",42206.0000,80156.0000,5427.0000,5012,1323454.0000,1130270.0000,969340.0000,788349.0000,625015.0000
1400000US36119001700,"Census Tract 17, Westchester County, New York",32413.0000,76445.0000,7261.0000,7418,788256.0000,592682.0000,480865.0000,386313.0000,295753.0000
1400000US36119001900,"Census Tract 19, Westchester County, New York",51071.0000,113438.0000,1707.0000,1678,565658.0000,485629.0000,404657.0000,306441.0000,246739.0000
1400000US36119002104,"Census Tract 21.04, Westchester County, New York",49938.0000,87308.0000,4656.0000,5261,633206.0000,507019.0000,435954.0000,351512.0000,274607.0000
1400000US36119002201,"Census Tract 22.01, Westchester County, New York",49872.0000,126442.0000,2672.0000,2786,666863.0000,535806.0000,465932.0000,375732.0000,286309.0000
1400000US36061000900,"Census Tract 9, New York County, New York",103512.0000,180547.0000,1736.0000,1733,2582407.0000,2148074.0000,1690726.0000,1275256.0000,969082.0000
1400000US36061001002,"Census Tract 10.02, New York County, New York",14491.0000,18977.0000,5707.0000,5909,3121230.0000,2564120.0000,2086238.0000,1643864.0000,1243147.0000
1400000US36061001401,"Census Tract 14.01, New York County, New York",66292.0000,84489.0000,3095.0000,3199,2957591.0000,2419066.0000,1869644.0000,1472664.0000,1180624.0000
1400000US36061001502,"Census Tract 15.02, New York County, New York",82560.0000,155688.0000,7932.0000,7747,2665696.0000,2183666.0000,1688439.0000,1334716.0000,1049521.0000
1400000US36061002201,"Census Tract 22.01, New York County, New York",18430.0000,28791.0000,6484.0000,6546,3024903.0000,2507368.0000,2008322.0000,1540845.0000,1219292.0000
1400000US36061002400,"Census Tract 24, New York County, New York",12449.0000,14300.0000,4275.0000,5126,3184463.0000,2657714.0000,2186127.0000,1742509.0000,1288612.0000
1400000US36061002800,"Census Tract 28, New York County, New York",21673.0000,36470.0000,7304.0000,7360,3111126.0000,2652748.0000,2160388.0000,1636980.0000,1225767.0000
1400000US36061003002,"Census Tract 30.02, New York County, New York",33720.0000,53333.0000,2972.0000,2848,2964687.0000,2473048.0000,1973856.0000,1509731.0000,1188657.0000
1400000US36061003300,"Census Tract 33, New York County, New York",102231.0000,193750.0000,5415.0000,5030,2530225.0000,2036729.0000,1663663.0000,1379077.0000,1046907.0000
