hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,AvgPopulation,UserGroup
17,40.5979,-73.9482,B02617,35815.0,75772.0,2999.0,1
16,40.7493,-73.973,B02617,71706.0,103667.0,6840.0,1
17,40.8112,-73.3344,B02682,53994.0,138887.0,7534.0,1
43,40.8231,-73.915,B02617,17570.0,27950.0,8672.0,0
43,40.6094,-74.0357,B02598,46548.0,75694.0,2275.0,1
11,40.6779,-73.5032,B02617,53043.0,142240.0,7175.0,1
14,40.6048,-74.075,B02682,46875.0,95588.0,3395.0,1
17,40.6883,-73.8315,B02617,22120.0,59779.0,3504.0,0
36,41.2246,-73.6611,B02598,34563.0,66997.0,6953.0,1
1,40.876,-73.904,B02598,20567.0,38018.0,8181.0,0
56,40.604,-73.9866,B02682,26159.0,52438.0,2343.0,0
41,40.6178,-73.9079,B02617,36970.0,98889.0,2588.0,1
5,40.6288,-73.9848,B02682,26964.0,50893.0,2749.0,0
49,40.7799,-73.9566,B02617,87375.0,154306.0,3164.0,1
46,40.6743,-73.9658,B02617,57288.0,113574.0,4310.0,1
26,40.6167,-74.0293,B02598,37088.0,64118.0,3989.0,0
48,40.9507,-73.8533,B02598,32413.0,76445.0,7418.0,1
33,40.5774,-73.9554,B02598,21454.0,24741.0,6113.0,0
9,40.8872,-73.8642,B02617,21165.0,31738.0,4948.0,0
50,40.7507,-73.9925,B02617,89453.0,148348.0,1189.0,1
11,40.7399,-74.002,B02682,79781.0,125625.0,8170.0,1
32,41.0191,-73.6963,B02617,115278.0,222708.0,3258.0,1
20,40.7447,-73.9915,B02617,87034.0,116653.0,6402.0,1
12,40.7898,-73.9523,B02598,16124.0,24777.0,4681.0,0
19,40.8746,-73.2057,B02512,52776.0,149500.0,4736.0,1
44,40.8523,-73.6244,B02598,29924.0,55699.0,8280.0,0
45,40.6813,-73.7828,B02617,29427.0,64706.0,4703.0,0
44,40.8494,-73.9362,B02617,21056.0,30961.0,9033.0,0
51,40.597,-73.9851,B02598,21595.0,53269.0,2749.0,0
4,40.6506,-73.7561,B02512,30963.0,79838.0,9637.0,1
43,40.6896,-73.9514,B02617,16803.0,33321.0,3473.0,0
29,40.8258,-73.9399,B02617,40108.0,57161.0,4167.0,0
51,40.7241,-73.9395,B02617,39934.0,68304.0,2071.0,1
15,40.8287,-73.8258,B02617,36902.0,73622.0,2805.0,1
50,40.6571,-73.6389,B02598,45135.0,110401.0,3506.0,1
31,40.7916,-73.9408,B02617,22699.0,31079.0,7477.0,0
46,40.6333,-74.0878,B02598,18535.0,50688.0,4313.0,0
18,40.7422,-73.9775,B02617,71834.0,102939.0,8397.0,1
34,40.8142,-73.9443,B02617,30057.0,41898.0,4563.0,0
18,40.577,-73.9642,B02598,15083.0,21750.0,2923.0,0
48,40.7184,-73.7872,B02617,18679.0,76458.0,1685.0,1
0,40.941,-73.8359,B02598,82527.0,134375.0,2799.0,1
25,41.0413,-73.9182,B02598,21947.0,88068.0,3212.0,1
16,40.7135,-73.7944,B02617,28971.0,47907.0,4543.0,0
10,40.7115,-73.9455,B02598,38547.0,87652.0,2899.0,1
44,40.7847,-73.7319,B02682,48668.0,74598.0,6254.0,1
26,40.5779,-74.0002,B02617,14321.0,27965.0,4606.0,0
49,40.7193,-73.6766,B02617,58951.0,186471.0,3585.0,1
59,40.6891,-73.4699,B02598,43132.0,125304.0,4773.0,1
30,40.6923,-73.9858,B02598,81591.0,126726.0,1124.0,1
40,40.6747,-73.9976,B02682,67083.0,135938.0,4705.0,1
7,40.7429,-74.0076,B02682,41250.0,69485.0,3994.0,1
32,40.7541,-73.7562,B02617,27048.0,65204.0,4733.0,1
7,40.7147,-73.8221,B02617,40971.0,68868.0,6012.0,1
16,40.6651,-73.9259,B02617,10790.0,18792.0,3756.0,0
58,40.6946,-73.9003,B02617,33571.0,60688.0,1365.0,0
32,40.8021,-73.691,B02598,72917.0,178750.0,4764.0,1
14,40.8205,-73.9579,B02617,16259.0,26007.0,3426.0,0
25,40.7244,-73.6405,B02617,70189.0,145179.0,6940.0,1
7,40.6584,-73.586,B02617,30724.0,62038.0,5346.0,0
56,40.6466,-73.9705,B02598,25643.0,51063.0,5616.0,0
23,40.7339,-73.7551,B02598,47871.0,109911.0,3624.0,1
8,40.6384,-73.9517,B02617,26288.0,37159.0,3114.0,0
58,40.602,-73.9796,B02682,28309.0,73445.0,3391.0,1
20,40.6026,-73.975,B02617,24904.0,55938.0,1887.0,0
46,40.8213,-72.9976,B02617,35702.0,89464.0,7803.0,1
7,40.791,-73.9433,B02617,22699.0,31079.0,7477.0,0
5,40.6786,-73.8303,B02617,29974.0,87880.0,4024.0,1
14,40.742,-73.9949,B02617,89143.0,153350.0,7008.0,1
12,40.6329,-74.159,B02682,32842.0,67419.0,4336.0,1
1,40.6181,-73.9564,B02598,20510.0,32841.0,4341.0,0
53,40.8442,-73.9149,B02598,15692.0,28438.0,4429.0,0
49,40.6825,-73.9308,B02598,36002.0,58462.0,4198.0,0
12,40.6749,-73.866,B02617,23676.0,32880.0,2330.0,0
29,40.7026,-73.9928,B02617,100729.0,212159.0,4628.0,1
29,40.9894,-73.8185,B02682,60754.0,116507.0,5488.0,1
58,40.9722,-73.8835,B02598,35653.0,83713.0,3759.0,1
10,40.6046,-73.9621,B02617,16815.0,46797.0,2532.0,0
7,40.9129,-73.8538,B02598,44635.0,67600.0,2209.0,1
1,40.659,-73.892,B02617,22232.0,35257.0,4906.0,0
15,40.6016,-73.9343,B02617,32309.0,74250.0,1646.0,1
6,40.7218,-73.3686,B02512,36663.0,87308.0,6193.0,1
50,40.7839,-73.8555,B02617,31003.0,55488.0,6943.0,0
22,40.6565,-73.9204,B02512,24434.0,35563.0,4473.0,0
4,40.6579,-73.9452,B02598,8785.0,10729.0,1321.0,0
30,40.6973,-73.592,B02617,26721.0,75979.0,5515.0,1
2,40.6582,-73.6711,B02617,41952.0,84427.0,5828.0,1
13,40.8132,-73.2936,B02598,45349.0,115349.0,4975.0,1
43,40.5848,-73.819,B02617,31854.0,60385.0,3381.0,0
11,40.5783,-73.9522,B02598,51583.0,119833.0,1927.0,1
25,40.7466,-73.8818,B02598,23339.0,49643.0,5152.0,0
15,40.6656,-73.9944,B02617,50690.0,102470.0,3561.0,1
56,40.7404,-73.5386,B02617,40705.0,113886.0,4723.0,1
30,40.7669,-73.9893,B02598,63138.0,83382.0,4870.0,1
51,40.7593,-73.9655,B02598,93491.0,144881.0,9032.0,1
42,40.7618,-73.9419,B02598,22644.0,43194.0,1658.0,0
42,40.7638,-73.7699,B02598,42674.0,84063.0,2007.0,1
11,40.6149,-73.9495,B02617,33958.0,86625.0,1765.0,1
40,40.7554,-73.9953,B02617,66038.0,105887.0,5034.0,1
45,40.8871,-73.1953,B02598,61615.0,170966.0,2884.0,1
27,40.6834,-73.891,B02617,28699.0,48837.0,2848.0,0
58,40.8099,-73.9206,B02682,19455.0,30357.0,6487.0,0
11,40.5984,-73.967,B02617,21111.0,55673.0,2466.0,0
4,40.7545,-73.5608,B02617,33339.0,97107.0,3573.0,1
58,40.819,-73.8673,B02617,13995.0,18370.0,9131.0,0
15,40.5939,-73.7933,B02617,28196.0,60966.0,4815.0,0
59,40.8557,-73.8944,B02682,13390.0,19163.0,4757.0,0
29,40.7492,-73.5257,B02682,32708.0,91694.0,6259.0,1
43,40.7557,-73.9803,B02598,124375.0,126563.0,119.0,1
23,41.082,-73.8583,B02617,41655.0,93722.0,5363.0,1
41,40.7042,-73.9193,B02617,27321.0,57604.0,5039.0,0
26,40.762,-73.9251,B02598,42268.0,64588.0,5757.0,0
44,40.8349,-73.9159,B02598,13279.0,30587.0,5112.0,0
53,40.64,-73.9513,B02617,31385.0,49727.0,4135.0,0
40,40.8168,-73.9526,B02617,26681.0,44688.0,5795.0,0
32,40.7378,-73.9881,B02598,103301.0,137986.0,5174.0,1
16,40.762,-73.9321,B02617,40339.0,82662.0,3290.0,1
6,40.7074,-73.9684,B02598,26060.0,36214.0,5172.0,0
28,40.6041,-74.0881,B02617,37088.0,67361.0,3863.0,1
19,40.8088,-73.926,B02617,12500.0,17426.0,4824.0,0
56,40.6033,-73.9641,B02598,16815.0,46797.0,2532.0,0
10,40.8263,-73.9407,B02598,26930.0,42924.0,6604.0,0
24,40.6247,-73.971,B02682,21518.0,52738.0,2301.0,0
35,40.8865,-73.8269,B02617,32917.0,74583.0,4054.0,1
42,40.9854,-73.8032,B02617,103085.0,223958.0,4754.0,1
46,40.6503,-73.9245,B02682,29209.0,46691.0,2315.0,0
34,41.0145,-73.6708,B02617,36485.0,98828.0,6976.0,1
13,40.8305,-73.6884,B02598,32679.0,84917.0,4343.0,1
9,40.8395,-73.8468,B02617,19004.0,29868.0,2194.0,0
25,40.6727,-73.9388,B02598,17304.0,27569.0,4809.0,0
32,40.7079,-74.0128,B02617,102773.0,139281.0,4537.0,1
47,40.7541,-73.8049,B02598,25564.0,44444.0,3333.0,0
34,40.8285,-73.922,B02512,17507.0,28365.0,7462.0,0
57,40.5981,-73.9611,B02598,31332.0,49750.0,2950.0,0
48,40.8507,-73.9103,B02617,14347.0,27823.0,5213.0,0
16,40.6207,-74.0157,B02617,44345.0,102829.0,1842.0,1
30,40.8796,-73.9011,B02617,20434.0,39554.0,5633.0,0
38,40.6877,-73.7653,B02598,31742.0,70662.0,3348.0,1
2,40.632,-73.996,B02617,14839.0,32469.0,4381.0,0
49,40.5808,-73.9655,B02617,22369.0,53173.0,2237.0,0
54,40.6738,-73.9529,B02682,36367.0,56250.0,3491.0,0
55,40.9059,-73.841,B02682,24892.0,31114.0,3368.0,0
27,40.7774,-73.9612,B02617,96638.0,208024.0,4186.0,1
54,40.6313,-73.935,B02598,36656.0,82353.0,2159.0,1
59,40.6761,-73.9205,B02617,21599.0,28380.0,5319.0,0
46,40.8213,-72.9976,B02617,35702.0,89464.0,7803.0,1
57,40.7202,-73.9981,B02598,37179.0,80909.0,8336.0,1
5,40.6157,-73.9293,B02598,55078.0,91845.0,1125.0,1
22,40.7041,-73.9584,B02617,17314.0,26477.0,6821.0,0
55,40.6897,-73.9514,B02617,16803.0,33321.0,3473.0,0
12,40.732,-74.0087,B02598,102607.0,198636.0,2442.0,1
40,40.6853,-74.0006,B02617,71650.0,125833.0,2599.0,1
5,40.8268,-73.8599,B02617,26299.0,49706.0,1489.0,0
56,40.7608,-73.9994,B02617,84717.0,124964.0,3954.0,1
20,40.8067,-73.2544,B02598,30707.0,69294.0,5947.0,1
41,40.8736,-73.8682,B02598,28393.0,53255.0,2454.0,0
56,41.0161,-73.9141,B02617,45659.0,120795.0,4253.0,1
29,40.797,-73.9428,B02598,14660.0,23860.0,7218.0,0
33,40.6271,-73.6186,B02617,55387.0,140167.0,5767.0,1
14,40.782,-73.9597,B02617,92137.0,205145.0,5015.0,1
24,40.7272,-73.5077,B02512,43810.0,123803.0,5785.0,1
13,40.6707,-73.9597,B02682,32134.0,42480.0,4267.0,0
26,41.0802,-73.8662,B02598,21322.0,42536.0,7156.0,0
32,40.8437,-73.8537,B02617,27070.0,43125.0,1756.0,0
59,40.7257,-73.9576,B02598,44422.0,84125.0,3160.0,1
13,40.6788,-73.8037,B02617,26157.0,73264.0,2063.0,1
39,40.6202,-74.1566,B02512,35926.0,67885.0,4897.0,1
20,40.5829,-73.9573,B02598,30476.0,51111.0,3156.0,0
8,40.8681,-73.8342,B02617,29974.0,68893.0,2317.0,1
53,40.6466,-73.9946,B02617,17389.0,38919.0,3206.0,0
32,40.6973,-73.9968,B02682,93702.0,130063.0,4246.0,1
51,41.0021,-73.6638,B02512,21550.0,40164.0,5082.0,0
51,40.7557,-73.6485,B02598,41656.0,90625.0,4088.0,1
27,40.6139,-73.6262,B02617,64090.0,153462.0,3832.0,1
57,40.6932,-73.7987,B02682,22100.0,37103.0,9155.0,0
11,40.6633,-73.9015,B02617,16858.0,22050.0,2759.0,0
28,40.6041,-74.0881,B02617,37088.0,67361.0,3863.0,1
0,40.579,-73.9764,B02682,17440.0,39531.0,2721.0,0
27,40.9003,-73.8327,B02598,30026.0,47207.0,4173.0,0
56,40.8173,-73.9364,B02617,26473.0,53424.0,3332.0,0
35,40.8084,-73.9088,B02682,13107.0,20413.0,3855.0,0
26,40.8413,-73.8498,B02617,25222.0,45179.0,2934.0,0
18,40.6691,-73.8237,B02617,31640.0,80694.0,2762.0,1
43,40.696,-73.9678,B02598,39505.0,86225.0,2676.0,1
5,40.6235,-73.9264,B02617,32038.0,74904.0,2112.0,1
36,40.6333,-73.9761,B02598,24602.0,50156.0,6146.0,0
53,40.6052,-73.9486,B02682,39406.0,55750.0,1583.0,0
44,40.8289,-73.8715,B02617,25024.0,48730.0,3358.0,0
15,40.6192,-73.9371,B02617,29911.0,78103.0,2110.0,1
13,40.6647,-73.9515,B02598,25852.0,51622.0,6006.0,0
36,40.7169,-73.8188,B02598,36064.0,73750.0,2676.0,1
47,40.7874,-73.726,B02617,52564.0,137414.0,6739.0,1
7,40.8205,-73.9455,B02598,41188.0,52986.0,2451.0,0
43,40.757,-73.7572,B02617,27048.0,65204.0,4733.0,1
55,40.6736,-73.9775,B02682,79221.0,120272.0,4198.0,1
47,40.9982,-73.7499,B02617,58997.0,127188.0,2944.0,1
47,40.6189,-73.9115,B02598,40552.0,88048.0,6318.0,1
14,40.7698,-73.9329,B02617,36297.0,57431.0,1389.0,0
52,40.7335,-73.4763,B02617,41348.0,108553.0,4191.0,1
47,40.84,-73.9157,B02617,15537.0,26000.0,5177.0,0
47,40.6921,-73.9637,B02617,31163.0,54615.0,5891.0,0
17,40.7565,-73.7865,B02598,33750.0,84464.0,3323.0,1
13,40.679,-73.8442,B02598,28911.0,78833.0,3030.0,1
6,40.6949,-73.8206,B02617,21663.0,65000.0,2051.0,0
47,40.8629,-73.8508,B02617,27792.0,75069.0,2023.0,1
6,41.0616,-73.7723,B02617,39940.0,104653.0,2570.0,1
13,40.6977,-73.9023,B02598,30448.0,61010.0,2233.0,0
9,40.7543,-73.9423,B02617,12799.0,18060.0,6592.0,0
1,40.9112,-73.7845,B02617,19688.0,31220.0,6275.0,0
44,40.761,-73.9651,B02682,80656.0,114597.0,7499.0,1
7,40.8826,-73.86,B02512,24271.0,35313.0,2841.0,0
29,40.7186,-73.9635,B02617,70915.0,136689.0,5558.0,1
52,40.5825,-73.9577,B02598,18150.0,52159.0,1940.0,0
1,40.8639,-73.8959,B02682,13131.0,25362.0,5536.0,0
19,40.8803,-73.8509,B02682,27402.0,62577.0,8096.0,0
18,40.6993,-73.9171,B02598,22136.0,32500.0,4303.0,0
13,40.7923,-73.9406,B02617,22699.0,31079.0,7477.0,0
35,40.8914,-73.2203,B02617,42198.0,113253.0,4401.0,1
16,40.6458,-73.8953,B02617,30457.0,68632.0,3107.0,1
15,40.8815,-73.8436,B02617,21875.0,34808.0,2888.0,0
49,40.7082,-73.8518,B02617,39591.0,68571.0,1947.0,1
3,40.9483,-73.7942,B02617,81731.0,174477.0,5781.0,1
12,40.79,-73.9486,B02598,26064.0,40593.0,7555.0,0
34,40.7188,-73.9527,B02598,78500.0,133500.0,1626.0,1
20,40.862,-73.6235,B02617,27928.0,69952.0,2849.0,1
49,40.6656,-73.9369,B02617,31061.0,48738.0,4903.0,0
25,40.7321,-73.6262,B02617,64722.0,135608.0,4226.0,1
58,40.5755,-73.9797,B02512,17440.0,39531.0,2721.0,0
33,40.6615,-73.899,B02617,31444.0,59792.0,1939.0,0
48,40.6678,-73.8953,B02617,13125.0,16404.0,4075.0,0
22,40.767,-73.9641,B02617,96702.0,187292.0,3504.0,1
58,40.921,-73.903,B02617,29456.0,69154.0,4132.0,1
24,40.8405,-73.8269,B02598,29590.0,65099.0,3559.0,1
4,40.7962,-73.9324,B02682,27965.0,48353.0,3728.0,0
36,40.723,-73.9977,B02598,65486.0,73025.0,4315.0,1
5,40.7674,-73.9104,B02598,34223.0,63487.0,4205.0,0
19,40.8392,-73.8259,B02617,47105.0,93250.0,4521.0,1
19,40.5868,-74.092,B02598,43929.0,83308.0,3427.0,1
45,40.7585,-73.8223,B02617,19505.0,36275.0,6704.0,0
27,40.8499,-73.0587,B02598,40553.0,119708.0,6361.0,1
47,40.6345,-73.9674,B02682,32981.0,65578.0,4486.0,1
9,40.8894,-73.9097,B02598,68571.0,87188.0,5296.0,1
55,40.7371,-73.9019,B02617,29972.0,63333.0,6346.0,0
23,40.8821,-73.9211,B02682,70417.0,97955.0,1852.0,1
7,40.7019,-73.9156,B02598,23702.0,52852.0,5958.0,0
39,40.8206,-73.8176,B02598,31399.0,76771.0,1447.0,1
11,40.8537,-73.9172,B02617,12385.0,19040.0,5444.0,0
23,40.7378,-73.8621,B02617,24257.0,54286.0,4902.0,0
57,40.769,-73.9648,B02598,96702.0,187292.0,3504.0,1
37,40.7586,-73.9613,B02617,102313.0,126607.0,7139.0,1
16,40.9093,-73.8189,B02598,34091.0,65375.0,4802.0,1
45,40.6717,-73.9475,B02682,22800.0,37239.0,4788.0,0
56,40.8904,-73.8522,B02617,29746.0,71406.0,2680.0,1
10,40.6046,-73.9621,B02617,16815.0,46797.0,2532.0,0
48,40.7643,-73.8666,B02598,24806.0,58250.0,2667.0,0
0,40.735,-73.8746,B02598,26775.0,54911.0,4007.0,0
4,40.6943,-73.9319,B02617,27087.0,50089.0,3560.0,0
36,40.6956,-73.8159,B02617,21663.0,65000.0,2051.0,0
39,40.72,-73.9881,B02598,28839.0,65223.0,7991.0,1
31,40.7269,-73.8282,B02617,53520.0,87450.0,5322.0,1
20,40.6569,-73.8892,B02682,22232.0,35257.0,4906.0,0
11,40.6805,-73.9062,B02617,36442.0,60987.0,1590.0,0
4,40.7751,-73.9842,B02617,82992.0,109827.0,9798.0,1
45,40.7802,-73.9178,B02682,37284.0,63309.0,2695.0,0
47,40.841,-73.8981,B02617,15870.0,25403.0,1002.0,0
30,40.7239,-73.9782,B02617,50520.0,77212.0,4289.0,1
24,41.1741,-73.8667,B02617,31035.0,61757.0,4925.0,0
53,40.6172,-73.9853,B02617,19764.0,46454.0,4347.0,0
10,40.8042,-73.9372,B02598,17339.0,25285.0,4188.0,0
8,40.8122,-73.9599,B02617,33252.0,48955.0,9976.0,0
33,40.6579,-73.751,B02617,30531.0,80398.0,3815.0,1
37,40.602,-73.9711,B02598,25815.0,59063.0,1493.0,0
55,40.6979,-73.9276,B02598,23591.0,62750.0,4718.0,0
28,40.6625,-73.5518,B02598,48387.0,124861.0,2567.0,1
51,40.7233,-73.9949,B02682,65486.0,73025.0,4315.0,1
33,40.7457,-73.9034,B02598,27105.0,52891.0,3524.0,0
19,40.7112,-73.7597,B02617,23571.0,67404.0,1351.0,1
26,40.8767,-73.8462,B02617,29979.0,69939.0,7068.0,1
56,40.6016,-73.9941,B02617,23568.0,53137.0,5445.0,0
28,40.619,-74.0399,B02617,54893.0,74083.0,2464.0,1
58,40.7436,-73.5542,B02617,42170.0,124667.0,5053.0,1
12,40.8288,-73.9499,B02682,22363.0,52511.0,7109.0,0
6,40.721,-73.9555,B02598,68227.0,106184.0,2107.0,1
0,40.8649,-73.9035,B02617,18235.0,28411.0,5867.0,0
30,40.717,-73.889,B02617,51808.0,97750.0,3603.0,1
47,40.7615,-73.9114,B02617,36776.0,69519.0,2435.0,1
9,40.916,-73.8245,B02682,36301.0,72269.0,4566.0,1
20,40.6987,-73.9401,B02598,29856.0,91842.0,432.0,1
2,40.8676,-73.9044,B02598,43621.0,68971.0,1995.0,1
8,41.1749,-74.0677,B02617,50991.0,119000.0,7796.0,1
15,40.5939,-73.7933,B02617,28196.0,60966.0,4815.0,0
37,40.6778,-73.9174,B02598,28710.0,44911.0,2621.0,0
6,40.7356,-73.7087,B02617,35785.0,76786.0,4039.0,1
16,40.849,-73.8625,B02682,34773.0,63500.0,2342.0,0
27,40.6664,-73.9048,B02598,10622.0,11560.0,5201.0,0
50,40.6981,-73.9085,B02617,25553.0,45163.0,2554.0,0
9,40.6246,-73.938,B02598,33167.0,70033.0,3638.0,1
50,40.7473,-73.8624,B02617,20136.0,48100.0,3291.0,0
12,40.7367,-73.0824,B02682,54963.0,122230.0,3784.0,1
14,40.7434,-73.8837,B02617,21021.0,47222.0,4363.0,0
41,40.6321,-73.9537,B02617,36098.0,56740.0,3203.0,0
10,40.8095,-73.9129,B02617,13107.0,20413.0,3855.0,0
16,40.5721,-74.1418,B02598,22078.0,103182.0,2132.0,1
3,40.6347,-73.9141,B02598,31861.0,60164.0,4709.0,0
33,40.6209,-73.9883,B02617,25292.0,50739.0,3048.0,0
15,40.9422,-73.8819,B02682,31447.0,50503.0,3315.0,0
6,40.7667,-73.8239,B02598,23429.0,58400.0,4563.0,0
3,40.8142,-73.8147,B02617,49617.0,106731.0,7160.0,1
33,40.7846,-73.9518,B02617,100785.0,152784.0,5811.0,1
19,40.7909,-73.2019,B02617,31163.0,71572.0,7712.0,1
36,40.8496,-73.0594,B02512,40553.0,119708.0,6361.0,1
49,40.7811,-73.8248,B02617,30649.0,49167.0,10835.0,0
3,40.6406,-74.0786,B02617,25873.0,44343.0,3174.0,0
27,40.6224,-73.7426,B02617,26322.0,66009.0,5114.0,1
11,40.7681,-73.7945,B02598,37738.0,120347.0,2427.0,1
40,40.7137,-73.8377,B02682,66534.0,161750.0,1492.0,1
31,40.9193,-73.8063,B02617,49028.0,111615.0,5403.0,1
48,40.7005,-73.8078,B02617,19139.0,44828.0,2302.0,0
33,40.7273,-73.7433,B02598,32059.0,75147.0,2345.0,1
37,40.7908,-73.9392,B02598,20349.0,32594.0,9429.0,0
39,40.7283,-73.8807,B02617,25859.0,79313.0,3943.0,1
58,40.7382,-73.9187,B02598,26195.0,50274.0,8843.0,0
0,40.7529,-73.8245,B02617,26111.0,32091.0,6811.0,0
32,40.6169,-74.1208,B02598,62917.0,87174.0,3410.0,1
31,41.0169,-73.8671,B02598,56329.0,142750.0,6798.0,1
53,40.6589,-73.9877,B02617,43295.0,112656.0,2848.0,1
37,40.6189,-74.0951,B02617,40758.0,69539.0,2390.0,1
10,40.7747,-73.0489,B02512,45615.0,85899.0,4588.0,1
55,40.7416,-73.9074,B02598,28329.0,57377.0,5770.0,0
34,40.5861,-73.952,B02617,23198.0,50500.0,2610.0,0
53,40.6199,-73.9672,B02682,42303.0,76563.0,2839.0,1
0,40.6747,-73.8478,B02617,33313.0,71702.0,5921.0,1
50,40.7519,-73.858,B02682,21904.0,52132.0,7085.0,0
7,40.6191,-74.0318,B02682,31310.0,46985.0,3106.0,0
35,40.7149,-73.78,B02617,29521.0,61280.0,4204.0,0
52,40.8406,-73.9197,B02617,17896.0,23370.0,1142.0,0
47,40.7231,-73.9884,B02617,33720.0,53333.0,2848.0,0
25,40.8165,-73.8965,B02598,16157.0,24821.0,3323.0,0
24,40.9038,-73.8989,B02598,38085.0,59632.0,3389.0,0
45,40.6879,-73.9558,B02617,25245.0,35938.0,4939.0,0
44,40.8733,-73.8565,B02682,25129.0,37742.0,6976.0,0
10,40.6359,-73.9584,B02617,27984.0,55111.0,3824.0,0
57,40.6252,-74.0024,B02598,19804.0,47632.0,3838.0,0
1,40.7537,-73.9122,B02598,17301.0,20920.0,3788.0,0
51,40.6883,-73.8456,B02617,29706.0,61411.0,1690.0,0
42,40.65,-73.9319,B02617,30606.0,49087.0,3710.0,0
30,40.678,-73.8879,B02617,21164.0,36553.0,1783.0,0
46,40.7215,-73.7766,B02598,35226.0,102857.0,1456.0,1
37,40.7132,-73.8164,B02617,32555.0,61121.0,6650.0,0
3,40.6234,-74.005,B02682,19095.0,38973.0,4844.0,0
12,40.8559,-73.8826,B02682,13622.0,21651.0,9438.0,0
9,40.6794,-73.8579,B02617,23146.0,57917.0,3872.0,0
12,40.6704,-73.36,B02617,44028.0,102933.0,3722.0,1
1,40.6929,-73.9708,B02617,65288.0,104196.0,2934.0,1
36,40.6836,-73.9267,B02598,35417.0,67917.0,4399.0,1
23,40.7229,-74.0024,B02617,80295.0,124821.0,2277.0,1
14,40.6823,-73.939,B02682,26997.0,45900.0,2895.0,0
43,40.6469,-73.9096,B02598,41175.0,90735.0,2526.0,1
38,40.6991,-73.8413,B02512,27196.0,63490.0,2389.0,0
47,40.6059,-73.9475,B02598,39406.0,55750.0,1583.0,0
26,40.7802,-73.5288,B02617,51101.0,102561.0,3078.0,1
34,40.7394,-73.5501,B02598,35300.0,106302.0,5561.0,1
31,40.761,-73.9779,B02512,71750.0,120217.0,914.0,1
39,40.8923,-73.8537,B02682,26324.0,55197.0,3804.0,0
28,40.8211,-73.8919,B02617,10160.0,17905.0,1600.0,0
44,40.6939,-73.7893,B02617,21313.0,44018.0,2425.0,0
47,40.7648,-73.817,B02617,17060.0,35377.0,9541.0,0
33,40.6708,-73.9896,B02682,48466.0,101786.0,1801.0,1
28,41.0349,-73.7679,B02617,40791.0,83079.0,4173.0,1
41,40.6712,-73.6415,B02617,68036.0,160882.0,4189.0,1
12,40.7541,-73.8319,B02617,18223.0,26341.0,8073.0,0
42,40.7924,-73.9387,B02598,17880.0,34516.0,8306.0,0
49,40.7414,-73.9939,B02512,89143.0,153350.0,7008.0,1
57,40.9707,-73.8363,B02617,42324.0,87159.0,3544.0,1
32,40.7146,-73.9384,B02617,39922.0,76682.0,2978.0,1
12,40.6865,-73.9614,B02617,39191.0,71188.0,3535.0,1
47,40.7385,-73.611,B02598,11150.0,103309.0,6841.0,1
4,40.702,-73.9001,B02598,36548.0,76361.0,3572.0,1
33,40.7216,-73.9582,B02617,48846.0,87361.0,2556.0,1
51,40.7646,-73.7256,B02598,34250.0,75667.0,3270.0,1
28,40.5992,-73.9894,B02617,22618.0,50268.0,4010.0,0
3,40.9141,-73.8191,B02617,36301.0,72269.0,4566.0,1
32,40.6843,-73.7735,B02512,36782.0,73864.0,1790.0,1
14,40.6989,-73.807,B02617,28373.0,69650.0,2847.0,1
28,40.8855,-73.629,B02617,41304.0,122083.0,3589.0,1
27,40.9204,-73.0957,B02617,64241.0,169706.0,3569.0,1
19,40.9052,-73.2683,B02682,60392.0,157933.0,3723.0,1
56,40.6811,-73.9724,B02617,57426.0,113438.0,3239.0,1
59,40.6957,-73.5735,B02617,41338.0,66250.0,6101.0,1
32,40.6412,-73.9109,B02617,28721.0,54537.0,3820.0,0
47,40.7038,-73.9272,B02598,29909.0,51842.0,5496.0,0
12,40.9358,-73.866,B02617,39706.0,76042.0,4127.0,1
56,40.7527,-73.8227,B02598,19960.0,26926.0,4630.0,0
8,40.6179,-74.1264,B02598,50655.0,111595.0,5155.0,1
0,40.7119,-73.7747,B02617,27188.0,63688.0,2684.0,0
44,40.5838,-73.9392,B02598,34975.0,69231.0,3070.0,1
44,40.7683,-73.9605,B02682,92565.0,133878.0,12658.0,1
47,40.8217,-73.8939,B02617,10160.0,17905.0,1600.0,0
55,40.9018,-73.7819,B02617,32004.0,59965.0,3016.0,0
59,40.7166,-73.5732,B02617,40410.0,111674.0,6221.0,1
35,40.8069,-73.8874,B02617,16158.0,32565.0,6601.0,0
14,40.7174,-73.7353,B02682,35092.0,78725.0,4414.0,1
49,40.8227,-73.8471,B02682,18091.0,30250.0,3636.0,0
26,40.8031,-73.9641,B02682,35992.0,81054.0,9013.0,1
19,40.6973,-73.9766,B02598,32219.0,58849.0,1577.0,0
11,40.755,-73.824,B02617,21059.0,37692.0,5532.0,0
59,40.6806,-73.9839,B02682,22433.0,53245.0,4204.0,0
33,40.6404,-73.9563,B02598,25962.0,55577.0,4262.0,0
26,40.6186,-73.9073,B02598,36970.0,98889.0,2588.0,1
40,40.7594,-73.9696,B02617,88384.0,106705.0,1776.0,1
1,40.8274,-73.918,B02512,18244.0,33226.0,3836.0,0
21,40.7757,-73.9209,B02617,40156.0,68621.0,2520.0,1
19,40.5868,-74.092,B02598,43929.0,83308.0,3427.0,1
